242_i_1_A,242_i,1,A,1_A,34,0.419693662,,
242_i_1_B,242_i,1,B,1_B,30,0.366862912,,
242_i_1_C,242_i,1,C,1_C,32,0.393089879,,
242_i_1_D,242_i,1,D,1_D,44,0.559718885,,
242_i_1_E,242_i,1,E,1_E,28,0.340979638,,
242_i_2_A,242_i,2,A,2_A,30,0.366862912,,
242_i_2_B,242_i,2,B,2_B,-12,-0.142920534,,
242_i_2_C,242_i,2,C,2_C,10,0.118924027,,
242_i_2_D,242_i,2,D,2_D,22,0.265091872,,
242_i_2_E,242_i,2,E,2_E,24,0.290122313,,
242_i_3_A,242_i,3,A,3_A,14,0.167034225,,
242_i_3_B,242_i,3,B,3_B,-6,-0.071201455,,
242_i_3_C,242_i,3,C,3_C,56,0.75007535,,
242_i_3_D,242_i,3,D,3_D,20,0.240291904,,
242_i_3_E,242_i,3,E,3_E,16,0.191286085,,
242_i_4_A,242_i,4,A,4_A,42,0.530633915,,
242_i_4_B,242_i,4,B,4_B,-20,-0.240291904,,
242_i_4_C,242_i,4,C,4_C,2,0.023708472,,
242_i_4_D,242_i,4,D,4_D,16,0.191286085,,
242_i_4_E,242_i,4,E,4_E,14,0.167034225,,
242_i_5_A,242_i,5,A,5_A,26,0.315409117,,
242_i_5_B,242_i,5,B,5_B,4,0.04743593,,
242_i_5_C,242_i,5,C,5_C,0,0,,
242_i_5_D,242_i,5,D,5_D,40,0.502136465,,
242_i_5_E,242_i,5,E,5_E,18,0.215697804,,
246_vi_1_A,,,,,4,0.047419225,52,48
246_vi_1_B,,,,,0,0,50,50
246_vi_1_C,,,,,2,0.023700122,51,49
246_vi_1_D,,,,,10,0.118882146,55,45
246_vi_1_E,,,,,-4,-0.047419225,48,52
246_vi_2_A,,,,,-2,-0.023700122,49,51
246_vi_2_B,,,,,2,0.023700122,51,49
246_vi_2_C,,,,,4,0.047419225,52,48
246_vi_2_D,,,,,0,0,50,50
246_vi_2_E,,,,,0,0,50,50
246_vi_3_A,,,,,-4,-0.047419225,48,52
246_vi_3_B,,,,,12,0.142870202,56,44
246_vi_3_C,,,,,-4,-0.047419225,48,52
246_vi_3_D,,,,,16,0.19121872,58,42
246_vi_3_E,,,,,4,0.047419225,52,48
246_vi_4_A,,,,,10,0.118882146,55,45
246_vi_4_B,,,,,-6,-0.07117638,47,53
246_vi_4_C,,,,,-2,-0.023700122,49,51
246_vi_4_D,,,,,0,0,50,50
246_vi_4_E,,,,,6,0.07117638,53,47
246_vi_5_A,,,,,8,0.094990842,54,46
246_vi_5_B,,,,,0,0,50,50
246_vi_5_C,,,,,2,0.023700122,51,49
246_vi_5_D,,,,,10,0.118882146,55,45
246_vi_5_E,,,,,10,0.118882146,55,45
76_vi_1_A,,,,,74,1.126173688,87,13
76_vi_1_B,,,,,50,0.650844341,75,25
76_vi_1_C,,,,,52,0.682875064,76,24
76_vi_1_D,,,,,78,1.238605308,89,11
76_vi_1_E,,,,,80,1.301688683,90,10
76_vi_2_A,,,,,72,1.075421434,86,14
76_vi_2_B,,,,,42,0.530447043,71,29
76_vi_2_C,,,,,50,0.650844341,75,25
76_vi_2_D,,,,,74,1.126173688,87,13
76_vi_2_E,,,,,82,1.370652975,91,9
76_vi_3_A,,,,,76,1.180363548,88,12
76_vi_3_B,,,,,44,0.559521771,72,28
76_vi_3_C,,,,,50,0.650844341,75,25
76_vi_3_D,,,,,80,1.301688683,90,10
76_vi_3_E,,,,,74,1.126173688,87,13
76_vi_4_A,,,,,78,1.238605308,89,11
76_vi_4_B,,,,,42,0.530447043,71,29
76_vi_4_C,,,,,48,0.619656928,74,26
76_vi_4_D,,,,,82,1.370652975,91,9
76_vi_4_E,,,,,76,1.180363548,88,12
76_vi_5_A,,,,,70,1.027619382,85,15
76_vi_5_B,,,,,48,0.619656928,74,26
76_vi_5_C,,,,,56,0.749811199,78,22
76_vi_5_D,,,,,72,1.075421434,86,14
76_vi_5_E,,,,,74,1.126173688,87,13
72_i_1_A,,,,,72,1.075421434,86,14
72_i_1_B,,,,,44,0.559521771,72,28
72_i_1_C,,,,,46,0.589238334,73,27
72_i_1_D,,,,,78,1.238605308,89,11
72_i_1_E,,,,,72,1.075421434,86,14
72_i_2_A,,,,,82,1.370652975,91,9
72_i_2_B,,,,,34,0.41954586,67,33
72_i_2_C,,,,,34,0.41954586,67,33
72_i_2_D,,,,,82,1.370652975,91,9
72_i_2_E,,,,,80,1.301688683,90,10
72_i_3_A,,,,,80,1.301688683,90,10
72_i_3_B,,,,,32,0.392951447,66,34
72_i_3_C,,,,,46,0.589238334,73,27
72_i_3_D,,,,,74,1.126173688,87,13
72_i_3_E,,,,,78,1.238605308,89,11
72_i_4_A,,,,,80,1.301688683,90,10
72_i_4_B,,,,,36,0.446552544,68,32
72_i_4_C,,,,,46,0.589238334,73,27
72_i_4_D,,,,,76,1.180363548,88,12
72_i_4_E,,,,,78,1.238605308,89,11
72_i_5_A,,,,,76,1.180363548,88,12
72_i_5_B,,,,,30,0.366733715,65,35
72_i_5_C,,,,,46,0.589238334,73,27
72_i_5_D,,,,,72,1.075421434,86,14
72_i_5_E,,,,,74,1.126173688,87,13
182_i_1_A,,,,,84,1.446905122,92,8
182_i_1_B,,,,,40,0.50195963,70,30
182_i_1_C,,,,,42,0.530447043,71,29
182_i_1_D,,,,,80,1.301688683,90,10
182_i_1_E,,,,,80,1.301688683,90,10
182_i_2_A,,,,,84,1.446905122,92,8
182_i_2_B,,,,,56,0.749811199,78,22
182_i_2_C,,,,,60,0.82127412,80,20
182_i_2_D,,,,,82,1.370652975,91,9
182_i_2_E,,,,,86,1.532416977,93,7
182_i_3_A,,,,,86,1.532416977,93,7
182_i_3_B,,,,,60,0.82127412,80,20
182_i_3_C,,,,,62,0.859020901,81,19
182_i_3_D,,,,,84,1.446905122,92,8
182_i_3_E,,,,,80,1.301688683,90,10
182_i_4_A,,,,,84,1.446905122,92,8
182_i_4_B,,,,,36,0.446552544,68,32
182_i_4_C,,,,,60,0.82127412,80,20
182_i_4_D,,,,,82,1.370652975,91,9
182_i_4_E,,,,,84,1.446905122,92,8
182_i_5_A,,,,,78,1.238605308,89,11
182_i_5_B,,,,,48,0.619656928,74,26
182_i_5_C,,,,,54,0.715832618,77,23
182_i_5_D,,,,,82,1.370652975,91,9
182_i_5_E,,,,,82,1.370652975,91,9
251_vi_1_A,,,,,88,1.630075694,94,6
251_vi_1_B,,,,,46,0.589238334,73,27
251_vi_1_C,,,,,44,0.559521771,72,28
251_vi_1_D,,,,,90,1.744356465,95,5
251_vi_1_E,,,,,82,1.370652975,91,9
251_vi_2_A,,,,,86,1.532416977,93,7
251_vi_2_B,,,,,60,0.82127412,80,20
251_vi_2_C,,,,,62,0.859020901,81,19
251_vi_2_D,,,,,86,1.532416977,93,7
251_vi_2_E,,,,,88,1.630075694,94,6
251_vi_3_A,,,,,86,1.532416977,93,7
251_vi_3_B,,,,,56,0.749811199,78,22
251_vi_3_C,,,,,62,0.859020901,81,19
251_vi_3_D,,,,,86,1.532416977,93,7
251_vi_3_E,,,,,80,1.301688683,90,10
251_vi_4_A,,,,,88,1.630075694,94,6
251_vi_4_B,,,,,46,0.589238334,73,27
251_vi_4_C,,,,,58,0.78491768,79,21
251_vi_4_D,,,,,84,1.446905122,92,8
251_vi_4_E,,,,,84,1.446905122,92,8
251_vi_5_A,,,,,80,1.301688683,90,10
251_vi_5_B,,,,,52,0.682875064,76,24
251_vi_5_C,,,,,52,0.682875064,76,24
251_vi_5_D,,,,,88,1.630075694,94,6
251_vi_5_E,,,,,80,1.301688683,90,10
207_i_1_A,,,,,40,0.50195963,70,30
207_i_1_B,,,,,24,0.290020142,62,38
207_i_1_C,,,,,32,0.392951447,66,34
207_i_1_D,,,,,44,0.559521771,72,28
207_i_1_E,,,,,46,0.589238334,73,27
207_i_2_A,,,,,60,0.82127412,80,20
207_i_2_B,,,,,22,0.264998516,61,39
207_i_2_C,,,,,30,0.366733715,65,35
207_i_2_D,,,,,50,0.650844341,75,25
207_i_2_E,,,,,60,0.82127412,80,20
207_i_3_A,,,,,56,0.749811199,78,22
207_i_3_B,,,,,24,0.290020142,62,38
207_i_3_C,,,,,32,0.392951447,66,34
207_i_3_D,,,,,50,0.650844341,75,25
207_i_3_E,,,,,56,0.749811199,78,22
207_i_4_A,,,,,58,0.78491768,79,21
207_i_4_B,,,,,18,0.215621843,59,41
207_i_4_C,,,,,38,0.474009916,69,31
207_i_4_D,,,,,56,0.749811199,78,22
207_i_4_E,,,,,54,0.715832618,77,23
207_i_5_A,,,,,56,0.749811199,78,22
207_i_5_B,,,,,20,0.240207281,60,40
207_i_5_C,,,,,28,0.340859557,64,36
207_i_5_D,,,,,46,0.589238334,73,27
207_i_5_E,,,,,52,0.682875064,76,24
253_i_1_A,,,,,99,3.135881082,99.5,0.5
253_i_1_B,,,,,84,1.446905122,92,8
253_i_1_C,,,,,84,1.446905122,92,8
253_i_1_D,,,,,98,2.722259512,99,1
253_i_1_E,,,,,96,2.305607943,98,2
253_i_2_A,,,,,98,2.722259512,99,1
253_i_2_B,,,,,76,1.180363548,88,12
253_i_2_C,,,,,78,1.238605308,89,11
253_i_2_D,,,,,98,2.722259512,99,1
253_i_2_E,,,,,99,3.135881082,99.5,0.5
253_i_3_A,,,,,99,3.135881082,99.5,0.5
253_i_3_B,,,,,78,1.238605308,89,11
253_i_3_C,,,,,80,1.301688683,90,10
253_i_3_D,,,,,99,3.135881082,99.5,0.5
253_i_3_E,,,,,99,3.135881082,99.5,0.5
253_i_4_A,,,,,99,3.135881082,99.5,0.5
253_i_4_B,,,,,80,1.301688683,90,10
253_i_4_C,,,,,84,1.446905122,92,8
253_i_4_D,,,,,99,3.135881082,99.5,0.5
253_i_4_E,,,,,98,2.722259512,99,1
253_i_5_A,,,,,98,2.722259512,99,1
253_i_5_B,,,,,76,1.180363548,88,12
253_i_5_C,,,,,78,1.238605308,89,11
253_i_5_D,,,,,96,2.305607943,98,2
253_i_5_E,,,,,98,2.722259512,99,1
286_vi_1_A,,,,,89,1.684766167,,
286_vi_1_B,,,,,77,1.208933406,,
286_vi_1_C,,,,,73,1.100400853,,
286_vi_1_D,,,,,93,1.964940264,,
286_vi_1_E,,,,,92,1.882755521,,
286_vi_2_A,,,,,87,1.579496866,,
286_vi_2_B,,,,,75,1.152803971,,
286_vi_2_C,,,,,85,1.488350273,,
286_vi_2_D,,,,,97,2.479052609,,
286_vi_2_E,,,,,89,1.684766167,,
286_vi_3_A,,,,,84,1.446905122,,
286_vi_3_B,,,,,66,0.939363725,,
286_vi_3_C,,,,,82,1.370652975,,
286_vi_3_D,,,,,85,1.488350273,,
286_vi_3_E,,,,,81,1.3353582,,
286_vi_4_A,,,,,90,1.744356465,,
286_vi_4_B,,,,,61,0.839964126,,
286_vi_4_C,,,,,74,1.126173688,,
286_vi_4_D,,,,,94,2.059324464,,
286_vi_4_E,,,,,94,2.059324464,,
286_vi_5_A,,,,,93,1.964940264,,
286_vi_5_B,,,,,73,1.100400853,,
286_vi_5_C,,,,,86,1.532416977,,
286_vi_5_D,,,,,94,2.059324464,,
286_vi_5_E,,,,,92,1.882755521,,
205_i_1_A,,,,,44,0.559718885,72,28
205_i_1_B,,,,,-30,-0.366862912,35,65
205_i_1_C,,,,,-10,-0.118924027,45,55
205_i_1_D,,,,,44,0.559718885,72,28
205_i_1_E,,,,,28,0.340979638,64,36
205_i_2_A,,,,,52,0.683115634,76,24
205_i_2_B,,,,,-20,-0.240291904,40,60
205_i_2_C,,,,,-6,-0.071201455,47,53
205_i_2_D,,,,,30,0.366862912,65,35
205_i_2_E,,,,,44,0.559718885,72,28
205_i_3_A,,,,,50,0.651073627,75,25
205_i_3_B,,,,,-24,-0.290122313,38,62
205_i_3_C,,,,,-18,-0.215697804,41,59
205_i_3_D,,,,,50,0.651073627,75,25
205_i_3_E,,,,,42,0.530633915,71,29
205_i_4_A,,,,,48,0.619875227,74,26
205_i_4_B,,,,,-14,-0.167034225,43,57
205_i_4_C,,,,,-26,-0.315409117,37,63
205_i_4_D,,,,,46,0.589445917,73,27
205_i_4_E,,,,,22,0.265091872,61,39
205_i_5_A,,,,,46,0.589445917,73,27
205_i_5_B,,,,,-20,-0.240291904,40,60
205_i_5_C,,,,,-16,-0.191286085,42,58
205_i_5_D,,,,,38,0.474176905,69,31
276_i_1_A,,,,,96,2.305607943,98,2
276_i_1_B,,,,,74,1.126173688,87,13
276_i_1_C,,,,,74,1.126173688,87,13
276_i_1_D,,,,,94,2.059324464,97,3
276_i_1_E,,,,,96,2.305607943,98,2
276_i_2_A,,,,,94,2.059324464,97,3
276_i_2_B,,,,,84,1.446905122,92,8
276_i_2_C,,,,,80,1.301688683,90,10
276_i_2_D,,,,,96,2.305607943,98,2
276_i_2_E,,,,,98,2.722259512,99,1
276_i_3_A,,,,,96,2.305607943,98,2
276_i_3_B,,,,,76,1.180363548,88,12
276_i_3_C,,,,,80,1.301688683,90,10
276_i_3_D,,,,,96,2.305607943,98,2
276_i_3_E,,,,,99,3.135881082,99.5,0.5
276_i_4_A,,,,,99,3.135881082,99.5,0.5
276_i_4_B,,,,,72,1.075421434,86,14
276_i_4_C,,,,,76,1.180363548,88,12
276_i_4_D,,,,,99,3.135881082,99.5,0.5
276_i_4_E,,,,,96,2.305607943,98,2
